timestamp,SCALED_IMU2.time_boot_ms,SCALED_IMU2.xacc,SCALED_IMU2.yacc,SCALED_IMU2.zacc,SCALED_IMU2.xgyro,SCALED_IMU2.ygyro,SCALED_IMU2.zgyro,SCALED_IMU2.xmag,SCALED_IMU2.ymag,SCALED_IMU2.zmag,SCALED_IMU2.temperature
1437197212.10294795,1041630,22,-22,-1002,-6,0,0,-207,-97,-535,0
1437197212.51742387,1041890,11,-27,-994,-2,-1,-3,-200,-100,-537,0
1437197212.86444402,1042150,16,-22,-999,-5,0,-10,-196,-97,-537,0
1437197213.35453200,1042410,17,-14,-989,-3,0,6,-197,-96,-533,0
1437197213.61663985,1042670,4,-24,-987,0,-1,-10,-197,-96,-534,0
1437197213.86500788,1042930,20,-41,-995,-5,5,-3,-196,-98,-535,0
1437197214.25298786,1043190,13,-37,-1003,-6,0,0,-197,-94,-534,0
1437197214.65916395,1043450,16,-25,-998,-3,3,2,-198,-93,-532,0
1437197215.00422382,1043710,20,-24,-997,-8,8,-7,-196,-97,-532,0
1437197215.35238791,1043970,20,-24,-1000,-5,0,-15,-198,-97,-532,0
1437197215.65450382,1044350,17,-28,-997,-2,4,2,-198,-93,-532,0
1437197216.07866788,1044730,21,-22,-1001,-3,0,0,-196,-97,-535,0
1437197216.35098004,1045110,17,-30,-996,-6,4,-2,-196,-98,-529,0
1437197216.73511195,1045490,24,-17,-999,-4,0,-1,-198,-94,-530,0
1437197217.10909986,1045990,17,-15,-988,-2,7,0,-197,-94,-534,0
1437197217.39182401,1046490,23,-21,-1004,-7,0,6,-198,-95,-531,0
1437197217.63833189,1047031,14,-25,-1002,-4,1,-3,-196,-96,-533,0
1437197218.04145598,1047572,22,-27,-1005,-8,0,3,-197,-93,-532,0
1437197218.63073587,1048112,15,-27,-1000,-6,0,-5,-195,-96,-534,0
1437197219.14211583,1048653,3,-22,-1007,-10,5,5,-196,-94,-533,0
1437197219.55614805,1049113,11,-19,-992,-3,0,-2,-197,-97,-537,0
1437197220.07835197,1049574,21,-26,-1002,-2,2,-3,-199,-94,-536,0
1437197220.49166393,1049974,19,-21,-999,-2,1,-7,-198,-96,-539,0
1437197220.90174389,1050374,25,-26,-997,-1,2,9,-201,-94,-535,0
1437197221.21691990,1050774,19,-18,-999,-2,11,10,-199,-97,-540,0
1437197221.62189603,1051174,13,-41,-994,-2,6,-19,-198,-95,-537,0
1437197221.98722792,1051534,21,-15,-1003,-2,9,-3,-201,-95,-538,0
1437197222.34932804,1051894,25,-16,-998,0,1,-5,-199,-100,-539,0
1437197222.76444793,1052254,20,-20,-1002,-2,3,1,-198,-97,-536,0
1437197223.10868001,1052594,27,-24,-999,-1,-4,-19,-199,-96,-537,0
1437197223.42685986,1052914,-5,9,-990,-5,5,-36,-200,-102,-539,0
1437197223.95795202,1053234,17,-39,-1004,-3,-1,-29,-202,-97,-538,0
1437197224.37823987,1053554,19,-40,-999,-2,5,11,-200,-96,-539,0
1437197224.78431201,1053875,20,-14,-996,-9,3,-13,-199,-99,-540,0
1437197225.13750005,1054194,21,-37,-1000,-8,5,14,-199,-97,-540,0
1437197225.55074000,1054514,13,-26,-998,-7,6,8,-200,-97,-538,0
1437197225.89173603,1054834,15,-22,-1001,-2,6,-8,-201,-99,-541,0
1437197226.31188393,1055194,21,-23,-1007,-5,4,1,-202,-97,-541,0
1437197226.54867601,1055555,5,-31,-1008,5,5,0,-201,-96,-538,0
1437197226.79234385,1055914,13,-26,-996,-9,5,-4,-198,-100,-539,0
1437197227.03242397,1056314,12,-37,-1000,-8,3,-2,-200,-97,-536,0
1437197227.35553193,1056714,5,-42,-1000,2,0,-10,-201,-98,-538,0
1437197227.66863990,1057114,14,-20,-999,-7,5,-6,-200,-101,-540,0
1437197228.03576398,1057514,29,-18,-996,-1,4,16,-201,-97,-536,0
1437197228.37992001,1057874,18,-14,-1003,0,2,-3,-200,-102,-536,0
1437197228.76597595,1058234,6,-30,-1009,2,5,7,-201,-98,-537,0
1437197229.10010791,1058595,23,-25,-1005,-6,4,-8,-202,-99,-536,0
1437197229.38720798,1058915,23,-22,-1011,-7,3,3,-197,-100,-536,0
1437197229.80149984,1059235,24,-23,-1007,-1,3,-5,-199,-95,-533,0
1437197230.13547182,1059555,14,-23,-1000,-5,3,0,-200,-95,-533,0
1437197230.37359190,1059875,18,-35,-1003,-5,0,-2,-194,-96,-535,0
1437197230.65688801,1060195,19,-36,-997,-6,4,-1,-195,-93,-534,0
1437197231.14303589,1060516,19,-26,-989,-7,9,0,-195,-91,-532,0
1437197231.55617189,1060836,17,-22,-1006,-6,5,1,-194,-94,-537,0
1437197231.87349582,1061156,20,-24,-1003,-3,6,1,-196,-90,-536,0
1437197232.21125603,1061476,21,-21,-995,-6,2,-2,-197,-88,-534,0
1437197232.44559193,1061797,26,-23,-1002,-7,6,-5,-196,-91,-537,0
1437197232.79877996,1062116,15,-25,-995,0,2,-1,-196,-93,-532,0
1437197233.24204803,1062436,32,-23,-1039,4,3,-2,-197,-89,-533,0
1437197233.48117995,1062756,10,-22,-1006,-3,10,13,-195,-93,-538,0
1437197233.77126789,1063077,11,-41,-1001,-4,10,-13,-196,-91,-534,0
1437197234.14953589,1063437,24,-35,-1001,1,8,-6,-198,-93,-535,0
1437197234.39754391,1063797,16,-23,-998,-6,6,-8,-198,-95,-539,0
1437197234.72751188,1064157,21,-21,-996,-9,5,-6,-198,-95,-538,0
1437197235.14128399,1064517,13,-32,-1003,-4,1,-5,-199,-96,-536,0
1437197235.54887605,1064877,12,-19,-995,5,0,0,-201,-101,-540,0
1437197235.90421605,1065237,24,-36,-989,-2,9,-25,-202,-98,-536,0
1437197236.33042383,1065597,24,-20,-1000,-12,8,-1,-203,-93,-538,0
1437197236.56827998,1065957,19,-24,-993,0,2,8,-198,-96,-541,0
1437197236.81748796,1066317,18,-34,-998,0,-2,4,-201,-93,-533,0
1437197237.28760791,1066677,23,-18,-995,-8,10,-8,-199,-93,-537,0
1437197237.59587193,1067037,26,-20,-1007,-8,10,-10,-199,-94,-538,0
1437197237.91310382,1067397,24,-22,-1000,0,7,0,-198,-91,-536,0
1437197238.22414804,1067757,29,-31,-995,-17,5,-23,-197,-94,-538,0
1437197238.59410000,1068117,22,-24,-1008,-10,4,-12,-197,-96,-538,0
1437197239.07145190,1068477,22,-31,-1005,-4,8,-3,-199,-91,-537,0
1437197239.43459988,1068837,-1,-42,-1004,1,0,-8,-201,-90,-542,0
1437197239.69366384,1069197,11,-41,-1018,6,-3,-13,-203,-90,-543,0
1437197240.31000400,1069557,48,52,-1003,-1,3,-8,-204,-91,-541,0
1437197240.72311592,1069917,16,-38,-1002,-8,9,-11,-203,-96,-543,0
1437197241.10631204,1070277,11,-23,-1005,-9,2,-6,-200,-93,-534,0
1437197241.34439182,1070637,23,-29,-987,4,4,-16,-198,-94,-536,0
1437197241.69851184,1070997,15,-34,-996,-2,7,-1,-197,-92,-541,0
1437197242.11274004,1071357,12,-16,-1008,2,3,2,-197,-88,-536,0
1437197242.52692795,1071717,-65,30,-1010,13,8,56,-196,-90,-535,0
1437197242.87710404,1072078,14,-34,-1009,-5,-1,-9,-196,-94,-536,0
1437197243.14804792,1072438,12,-20,-1003,-3,7,-4,-200,-90,-533,0
1437197243.36805987,1072798,24,-19,-1007,-6,4,-5,-198,-91,-538,0
1437197243.62639999,1073159,12,-36,-998,-8,-2,7,-202,-89,-536,0
1437197243.97633600,1073519,15,-23,-985,-6,3,0,-195,-87,-532,0
1437197244.39160800,1073879,9,-6,-1005,-1,9,-18,-194,-95,-539,0
1437197244.86883998,1074239,6,-28,-996,-2,5,9,-194,-94,-536,0
1437197245.32992387,1074599,18,-8,-1001,1,6,12,-193,-94,-535,0
1437197245.64951205,1074959,18,-20,-1016,1,-2,15,-192,-98,-536,0
1437197245.90625596,1075319,21,-28,-1008,-8,4,17,-198,-98,-532,0
1437197246.39349198,1075679,13,-19,-1008,-2,4,6,-199,-99,-532,0
1437197246.70660400,1076039,23,-8,-1004,-3,0,-4,-198,-100,-533,0
1437197246.94373202,1076399,16,-27,-1005,-5,8,-6,-201,-96,-531,0
1437197247.22499990,1076759,24,-7,-995,-8,7,18,-200,-99,-532,0
1437197247.61081982,1077119,4,-20,-999,-7,0,-2,-200,-99,-531,0
1437197247.91114783,1077479,11,-18,-996,-3,5,-4,-202,-95,-527,0
1437197248.26126790,1077799,16,-27,-1006,-6,6,0,-201,-97,-530,0
1437197248.58059192,1078119,22,-22,-1003,-1,3,-2,-204,-94,-528,0
1437197248.95155597,1078439,29,-22,-999,-10,6,-3,-208,-93,-525,0
1437197249.36559987,1078719,17,-34,-995,-8,8,-1,-203,-97,-529,0
1437197249.77998400,1078999,17,-23,-993,-8,-1,-3,-201,-99,-533,0
1437197250.02007985,1079279,14,-28,-1009,0,3,-2,-201,-96,-530,0
1437197250.34418392,1079559,19,-23,-1008,-5,4,0,-201,-95,-532,0
1437197250.65628004,1079840,14,-26,-999,-5,2,3,-201,-96,-537,0
1437197250.88533187,1080119,22,-29,-992,-7,9,-4,-202,-98,-537,0
1437197251.23144388,1080399,19,-24,-1005,-1,2,-1,-203,-92,-535,0
1437197251.64572787,1080679,20,-24,-996,-6,10,4,-205,-100,-535,0
1437197252.05891585,1080959,21,-23,-994,2,0,1,-204,-100,-537,0
1437197252.53795600,1081280,13,-22,-1004,-9,-2,0,-206,-97,-532,0
1437197252.88815594,1081600,11,-32,-1003,-4,5,2,-204,-97,-532,0
1437197253.31538391,1081920,14,-31,-1010,-3,2,-4,-205,-101,-535,0
1437197253.57655597,1082240,21,-23,-990,-4,5,-2,-207,-103,-531,0
1437197253.85369182,1082680,24,-23,-992,-2,3,5,-201,-101,-529,0
1437197254.27286005,1083121,13,-23,-995,-3,8,0,-191,-105,-528,0
1437197254.65010405,1083561,17,-28,-1008,-3,6,-1,-194,-92,-539,0
1437197254.89901996,1084041,17,-15,-1003,-2,2,3,-209,-95,-540,0
1437197255.23122787,1084522,19,-32,-1003,-8,5,-3,-191,-89,-536,0
1437197255.50944400,1085042,14,-21,-1003,-6,4,-1,-194,-97,-541,0
1437197255.98650789,1085563,19,-19,-1002,0,17,3,-195,-94,-540,0
1437197256.51479983,1086003,19,-19,-1006,-5,6,2,-188,-98,-539,0
1437197256.92800784,1086443,23,-23,-999,-3,7,-6,-189,-95,-538,0
1437197257.29110384,1086844,14,-29,-998,-2,0,1,-204,-98,-544,0
1437197257.68852401,1087244,10,-27,-997,-7,2,-1,-209,-95,-538,0
1437197258.16651201,1087644,18,-27,-995,-10,9,-7,-203,-80,-544,0
1437197258.48377204,1088004,28,-24,-993,-1,2,-1,-205,-76,-538,0
1437197258.88469601,1088365,10,-32,-997,0,-1,-6,-206,-70,-535,0
1437197259.29788804,1088685,20,-17,-995,-1,6,-6,-194,-88,-547,0
1437197259.77128386,1089005,15,-27,-1005,-3,1,-10,-204,-100,-541,0
1437197260.15734792,1089326,20,-33,-1006,-1,0,6,-204,-97,-537,0
1437197260.37953591,1089646,16,-26,-1002,-6,2,-7,-199,-100,-540,0
1437197260.60749197,1089966,16,-19,-998,-10,0,0,-191,-97,-543,0
1437197260.98762393,1090327,15,-30,-999,-8,3,-3,-191,-93,-527,0
1437197261.40596795,1090687,16,-16,-1007,-5,11,-3,-189,-88,-532,0
1437197261.62478805,1091047,20,-18,-998,-11,-2,-1,-190,-92,-532,0
1437197261.85568786,1091407,21,-29,-1000,-8,9,-2,-191,-88,-530,0
1437197262.29331183,1091767,19,-19,-1005,-5,13,0,-190,-92,-534,0
1437197262.67941189,1092087,18,-37,-1001,-7,5,-7,-190,-93,-533,0
1437197263.02562404,1092408,15,-32,-1001,-1,7,1,-191,-88,-531,0
1437197263.43986797,1092728,13,-26,-1000,-5,-4,-7,-192,-89,-530,0
1437197263.78487992,1093049,19,-25,-999,-3,6,-5,-190,-93,-533,0
1437197264.16993594,1093369,22,-20,-1005,-3,7,-7,-191,-89,-531,0
1437197264.48727584,1093689,19,-31,-992,-6,3,0,-190,-91,-531,0
1437197264.74218798,1094009,14,-24,-1001,-7,4,-3,-191,-94,-535,0
1437197265.09535193,1094329,21,-29,-1006,-4,4,-1,-194,-92,-532,0
1437197265.44540787,1094649,13,-21,-997,0,2,-1,-196,-93,-535,0
1437197265.75363994,1094969,17,-23,-1002,-3,3,0,-196,-90,-536,0
1437197265.98780394,1095289,10,-23,-996,-9,4,-2,-194,-89,-532,0
1437197266.28535986,1095609,17,-15,-997,-2,1,-5,-195,-88,-532,0
1437197266.68200803,1095929,9,-27,-996,-5,3,-2,-191,-90,-533,0
1437197266.92010403,1096249,25,-17,-1000,-5,6,-9,-195,-90,-534,0
1437197267.17942405,1096569,23,-29,-1002,-6,0,-4,-196,-87,-531,0
1437197267.41833997,1096889,19,-29,-1010,-3,1,0,-195,-89,-535,0
1437197267.67343593,1097209,18,-26,-989,-5,6,2,-193,-87,-534,0
1437197268.00855994,1097529,16,-29,-1003,-4,3,-4,-194,-85,-529,0
1437197268.35275984,1097849,19,-30,-1001,-8,10,-6,-198,-88,-535,0
1437197268.68101192,1098169,12,-16,-997,-5,2,-1,-200,-86,-536,0
1437197268.93091583,1098489,6,-27,-999,-13,10,-10,-199,-87,-533,0
1437197269.28308797,1098809,20,-29,-997,-5,9,-2,-199,-86,-537,0
1437197269.65238786,1099129,24,-22,-995,-7,9,1,-205,-88,-535,0
1437197270.06647992,1099449,23,-17,-993,-3,3,0,-206,-84,-531,0
1437197270.47952795,1099769,15,-20,-998,-5,0,-3,-204,-88,-536,0
1437197270.79779983,1100089,17,-18,-998,-5,2,2,-205,-90,-537,0
1437197271.13502789,1100409,14,-19,-1004,-5,3,-1,-207,-87,-536,0
1437197271.45920396,1100729,15,-22,-997,-9,0,-2,-206,-89,-537,0
1437197271.72561193,1101049,24,-25,-994,-12,2,-6,-206,-91,-538,0
1437197272.06719995,1101370,27,-28,-1003,-10,6,-2,-208,-86,-535,0
1437197272.61166382,1101689,10,-24,-996,-6,1,-1,-209,-90,-535,0
1437197273.02487993,1102009,11,-23,-998,-4,1,2,-207,-91,-539,0
1437197273.45899987,1102329,20,-20,-997,-7,2,-1,-208,-88,-535,0
1437197273.80509996,1102649,21,-21,-1013,-6,5,1,-207,-89,-536,0
1437197274.04229999,1102970,15,-31,-1009,-5,9,0,-207,-90,-538,0
1437197274.47648787,1103290,10,-19,-994,-4,4,-1,-208,-87,-534,0
1437197274.69822001,1103731,21,-23,-1005,-3,9,1,-206,-87,-536,0
1437197274.96965599,1104171,27,-23,-1003,-3,1,1,-205,-86,-536,0
1437197275.28670001,1104652,7,-25,-1000,-5,4,0,-206,-87,-535,0
1437197275.58892798,1105132,23,-26,-1002,-6,5,-1,-204,-88,-537,0
1437197276.07105184,1105613,11,-19,-1003,-5,5,3,-205,-88,-537,0
1437197276.54416394,1106034,24,-21,-1002,-3,-3,3,-202,-90,-539,0
1437197276.89944005,1106454,14,-29,-1003,-5,2,-10,-204,-87,-535,0
1437197277.32568002,1106874,19,-30,-997,-6,3,0,-202,-90,-538,0
1437197277.72567987,1107254,20,-20,-998,-7,4,-1,-204,-87,-535,0
1437197278.19776797,1107594,22,-23,-1005,-4,4,0,-205,-86,-536,0
1437197278.48394799,1107934,19,-20,-1001,-2,9,0,-204,-89,-539,0
1437197278.82209182,1108274,10,-16,-997,-9,2,-2,-206,-87,-536,0
1437197279.17231202,1108614,19,-22,-1001,-7,8,-4,-209,-88,-537,0
1437197279.48930001,1108955,14,-23,-999,0,6,-1,-201,-91,-541,0
1437197279.90351987,1109294,17,-21,-996,-4,10,-6,-204,-89,-537,0
1437197280.23775983,1109634,16,-28,-1009,-5,4,-3,-200,-90,-538,0
1437197280.56507587,1109974,17,-23,-1002,-9,0,-2,-200,-92,-541,0
1437197280.89406800,1110314,19,-32,-1004,-9,6,-2,-203,-90,-537,0
1437197281.11531997,1110655,10,-27,-990,-6,2,0,-201,-91,-536,0
1437197281.56233597,1110995,15,-24,-994,-4,4,-5,-199,-93,-542,0
1437197281.90041995,1111334,9,-18,-990,-4,0,-4,-198,-89,-534,0
1437197282.13466382,1111674,12,-24,-1008,-4,10,0,-199,-88,-535,0
1437197282.48979592,1112014,16,-17,-1007,-10,4,-9,-197,-92,-539,0
1437197282.83184791,1112354,20,-26,-1006,-5,7,-3,-199,-88,-536,0
1437197283.33128786,1112694,16,-15,-998,-2,6,-2,-198,-91,-534,0
1437197283.63411999,1113034,15,-18,-996,-2,9,4,-198,-91,-539,0
1437197283.97224402,1113374,18,-23,-996,-3,0,-1,-199,-87,-536,0
1437197284.19136405,1113714,23,-24,-997,-4,0,0,-198,-90,-533,0
1437197284.60851598,1114054,18,-22,-1004,-3,5,0,-197,-93,-538,0
1437197284.83464003,1114394,13,-14,-986,-6,7,4,-199,-89,-536,0
1437197285.18193197,1114735,24,-23,-997,-5,7,3,-198,-90,-535,0
1437197285.59678793,1115035,14,-21,-992,-5,2,-3,-198,-90,-539,0
1437197286.00913596,1115335,22,-23,-999,-3,4,-2,-199,-89,-534,0
1437197286.35434389,1115635,24,-26,-998,-8,5,-4,-199,-89,-535,0
1437197286.67357588,1115935,20,-31,-1003,-7,8,-4,-198,-90,-537,0
1437197286.90405989,1116235,12,-23,-1009,-5,1,-2,-197,-90,-538,0
1437197287.27974796,1116535,20,-24,-998,-5,6,-4,-200,-88,-534,0
1437197287.51701999,1116835,12,-24,-1001,-3,-1,2,-197,-90,-539,0
1437197287.93010402,1117135,16,-23,-994,-7,5,-2,-198,-90,-537,0
1437197288.34814000,1117436,18,-28,-1007,-9,2,-2,-199,-88,-537,0
1437197288.69922400,1117736,12,-31,-1006,-6,11,1,-198,-91,-537,0
1437197289.11342788,1118036,24,-25,-1007,-4,6,3,-198,-92,-535,0
1437197289.45450401,1118376,12,-25,-995,-5,3,-5,-200,-89,-537,0
1437197289.87185597,1118716,20,-31,-996,-7,3,-3,-198,-91,-536,0
1437197290.18522382,1119057,18,-26,-1001,-4,5,3,-196,-92,-537,0
1437197290.42199588,1119436,22,-30,-990,-11,5,-4,-200,-88,-537,0
1437197290.82827997,1119816,21,-20,-1003,-3,0,-1,-198,-91,-539,0
1437197291.21432400,1120196,15,-18,-1003,-5,3,-4,-198,-90,-538,0
1437197291.63246393,1120616,16,-29,-999,-6,4,1,-198,-89,-536,0
1437197291.84853983,1121036,12,-17,-1003,-7,7,-5,-198,-93,-539,0
1437197292.07851601,1121496,15,-25,-1011,-8,5,-5,-200,-87,-534,0
1437197292.43794394,1121956,15,-30,-1000,-4,3,0,-196,-92,-540,0
1437197292.94620395,1122416,16,-26,-997,-11,4,-2,-197,-91,-536,0
1437197293.28008389,1122816,16,-28,-1004,-1,4,-1,-197,-96,-539,0
1437197293.67330790,1123217,9,-21,-996,-2,7,0,-200,-87,-536,0
1437197294.08147192,1123616,16,-22,-1009,-9,5,-6,-203,-87,-535,0
1437197294.56389999,1124016,24,-16,-1000,0,4,5,-202,-90,-538,0
1437197294.97386003,1124416,17,-26,-998,-2,5,2,-203,-88,-535,0
1437197295.27997184,1124816,11,-26,-1009,-4,3,-3,-197,-94,-539,0
1437197295.73751593,1125216,21,-17,-997,-3,5,3,-200,-102,-540,0
1437197296.08231187,1125576,9,-30,-998,-5,2,-4,-202,-101,-534,0
1437197296.40363598,1125936,11,-10,-987,-1,1,-1,-202,-91,-540,0
1437197296.77450395,1126296,18,-16,-1002,-8,1,2,-206,-87,-531,0
1437197297.11787605,1126617,29,-22,-998,-8,6,4,-208,-87,-534,0
1437197297.43881583,1126937,15,-23,-996,-1,6,1,-199,-89,-540,0
1437197297.70894384,1127257,17,-24,-1008,-7,8,0,-201,-91,-539,0
1437197298.01747203,1127577,23,-22,-991,-1,11,-1,-202,-89,-541,0
1437197298.43023586,1127857,18,-17,-994,-4,3,0,-202,-89,-539,0
1437197298.84443998,1128137,15,-22,-997,-4,3,-1,-201,-89,-541,0
1437197299.21865582,1128418,11,-26,-1002,-1,1,0,-205,-87,-538,0
1437197299.53474784,1128698,20,-23,-1005,-1,-3,0,-199,-88,-534,0
1437197299.87994385,1128978,12,-30,-1007,-9,8,-2,-198,-90,-537,0
1437197300.39825583,1129298,9,-23,-1005,-6,6,-10,-198,-90,-531,0
1437197300.63937187,1129618,20,-13,-1009,2,2,8,-198,-89,-534,0
1437197300.95828795,1129939,12,-16,-990,-7,2,9,-196,-92,-533,0
1437197301.32745194,1130259,17,-23,-997,-6,9,0,-192,-92,-530,0
1437197301.54851985,1130619,12,-19,-1010,2,2,2,-194,-87,-530,0
1437197301.78941202,1130979,15,-22,-997,0,3,2,-193,-90,-533,0
1437197302.05486393,1131379,30,-15,-997,-7,14,-1,-198,-87,-531,0
1437197302.39400387,1131780,23,-23,-1004,-5,3,-6,-193,-89,-534,0
1437197302.67719603,1132180,14,-16,-990,-2,9,-4,-196,-88,-531,0
1437197303.00828385,1132580,12,-31,-989,-3,4,-1,-202,-87,-532,0
1437197303.50837588,1132980,21,-4,-990,-2,1,-1,-205,-90,-539,0
1437197303.80556393,1133380,15,-26,-1001,-5,9,0,-204,-86,-533,0
1437197304.22683597,1133740,18,-23,-1009,-9,7,-7,-205,-86,-530,0
1437197304.69989991,1134100,19,-25,-1011,-9,-3,0,-204,-87,-535,0
1437197305.05403996,1134460,19,-32,-988,-5,3,-2,-206,-86,-532,0
1437197305.48012805,1134821,19,-20,-1002,-5,7,4,-204,-91,-534,0
1437197305.73847198,1135181,4,-19,-999,-7,5,1,-211,-93,-536,0
1437197305.98842001,1135541,22,-29,-991,-8,6,9,-211,-92,-534,0
1437197306.34259200,1135901,25,-17,-997,-5,4,0,-207,-96,-538,0
1437197306.77271986,1136261,18,-26,-1010,-8,6,1,-208,-90,-534,0
1437197307.12384796,1136621,14,-26,-997,0,-2,2,-207,-89,-536,0
1437197307.54922795,1136981,17,-19,-1007,-3,0,-2,-206,-90,-539,0
1437197307.80820394,1137341,-11,-28,-1001,-8,7,-8,-208,-92,-535,0
1437197308.15835595,1137701,5,-33,-1010,-5,1,-6,-208,-91,-535,0
1437197308.57259583,1138061,13,-23,-996,-9,6,-9,-207,-94,-538,0
1437197308.92164397,1138421,14,-18,-1000,-4,0,-4,-208,-90,-536,0
1437197309.30181193,1138781,19,-16,-1000,-5,5,-1,-204,-93,-536,0
1437197309.61991191,1139141,20,-28,-1005,-1,0,-6,-204,-92,-537,0
1437197310.02017593,1139501,17,-11,-1007,-6,0,-5,-205,-88,-534,0
1437197310.49333191,1139821,19,-23,-995,-4,4,1,-203,-87,-538,0
1437197310.84769583,1140141,10,-35,-1007,-2,9,5,-203,-93,-538,0
1437197311.26181197,1140461,11,-16,-994,-13,7,-16,-203,-86,-534,0
1437197311.67486000,1140781,19,-27,-1008,-13,9,-2,-201,-90,-539,0
1437197312.08900785,1141102,28,-15,-1009,-3,4,-5,-204,-91,-536,0
1437197312.44113994,1141422,11,-25,-1005,0,0,-3,-205,-86,-538,0
1437197312.75623202,1141742,19,-22,-1012,-2,0,0,-206,-90,-535,0
1437197312.98543191,1142063,22,-13,-1000,-4,3,0,-202,-89,-537,0
1437197313.36362791,1142423,17,-30,-998,-5,5,-9,-205,-87,-533,0
1437197313.78271604,1142783,11,-17,-1007,0,4,16,-203,-91,-538,0
1437197314.00073195,1143143,4,-38,-997,-12,-1,-17,-201,-92,-533,0
1437197314.36707997,1143543,8,-19,-1004,-8,-1,-9,-204,-87,-534,0
1437197314.71807194,1143944,7,-25,-1000,-2,3,-2,-204,-87,-536,0
1437197315.09637594,1144344,35,-13,-998,-9,8,-8,-203,-86,-534,0
1437197315.44750404,1144744,14,-39,-999,-8,-1,5,-202,-87,-532,0
1437197315.68044782,1145145,19,-26,-1002,-5,7,2,-201,-88,-532,0
1437197316.08975601,1145545,13,-28,-1000,-3,10,-10,-198,-85,-528,0
1437197316.45288396,1145946,25,-21,-993,0,2,-14,-195,-90,-530,0
1437197316.85305595,1146346,31,-4,-1002,3,1,0,-196,-90,-526,0
1437197317.20319986,1146706,26,-7,-993,-7,-1,4,-195,-89,-529,0
1437197317.58248782,1147067,11,-24,-1009,-7,6,-4,-198,-91,-533,0
1437197317.92069602,1147427,12,-42,-1010,-3,3,0,-199,-88,-529,0
1437197318.30058384,1147787,19,-22,-996,-1,8,8,-191,-88,-532,0
1437197318.64851594,1148147,20,-19,-996,-7,4,-2,-193,-87,-532,0
1437197319.06193590,1148507,15,-23,-999,-6,10,-1,-197,-93,-529,0
1437197319.37907195,1148868,14,-25,-995,0,1,0,-197,-95,-533,0
1437197319.74821997,1149228,59,119,-1002,22,-21,67,-198,-92,-533,0
1437197320.22124386,1149548,12,-26,-990,-3,2,2,-198,-93,-531,0
1437197320.64355993,1149869,21,-25,-1005,-6,-5,0,-198,-99,-533,0
1437197320.99065590,1150189,19,-25,-1001,-3,1,-1,-200,-100,-534,0
1437197321.34485984,1150509,17,-30,-1001,1,6,6,-201,-98,-526,0
1437197321.65592384,1150830,11,-28,-1000,-6,3,-9,-202,-98,-532,0
1437197321.88723993,1151150,17,-25,-998,-9,3,-7,-206,-101,-532,0
1437197322.29735184,1151470,22,-23,-996,-8,1,-7,-208,-99,-528,0
1437197322.66040802,1151791,25,-26,-1003,-5,2,-2,-205,-101,-533,0
1437197322.90260386,1152111,21,-25,-1012,-5,-1,-2,-201,-100,-531,0
1437197323.12867594,1152471,20,-32,-1004,-6,4,3,-202,-95,-529,0
1437197323.47578001,1152832,10,-30,-1006,-9,4,-5,-201,-98,-533,0
1437197323.88983989,1153193,13,-25,-1004,-6,5,0,-200,-101,-533,0
1437197324.23404789,1153553,20,-31,-1001,0,-4,-2,-203,-97,-528,0
1437197324.55516386,1153912,10,-30,-995,0,4,-3,-202,-100,-529,0
1437197324.80537200,1154273,13,-29,-1003,-3,3,-4,-199,-100,-532,0
1437197325.07145596,1154633,19,-32,-1003,-10,7,-5,-201,-96,-531,0
1437197325.44365191,1154994,19,-28,-1002,-5,8,-3,-198,-98,-535,0
1437197325.85679197,1155354,15,-33,-1001,-5,3,-1,-198,-94,-530,0
1437197326.20093584,1155674,19,-22,-1006,-2,-1,4,-198,-94,-529,0
1437197326.44140005,1155995,16,-29,-1000,-5,4,0,-198,-93,-533,0
1437197326.85011196,1156315,18,-25,-991,-6,3,-2,-199,-93,-529,0
1437197327.13131189,1156635,21,-27,-1001,-2,8,-2,-198,-92,-529,0
1437197327.45234394,1156955,16,-32,-1002,-2,9,7,-196,-95,-532,0
1437197327.72349191,1157275,17,-18,-993,-1,7,-5,-197,-91,-529,0
1437197328.04155183,1157596,10,-22,-991,0,10,-11,-197,-90,-531,0
1437197328.34480000,1157876,20,-6,-986,-8,1,-6,-196,-94,-532,0
1437197328.67812800,1158157,7,-15,-992,-3,1,12,-197,-97,-528,0
1437197328.92109585,1158437,24,-21,-1002,-2,1,3,-198,-92,-529,0
1437197329.33010387,1158717,14,-19,-990,-6,0,-7,-198,-92,-528,0
1437197329.64639592,1158997,24,-18,-1005,-6,9,-6,-198,-96,-535,0
1437197329.95445991,1159277,12,-29,-996,-7,11,-6,-199,-93,-530,0
1437197330.30462003,1159557,19,-22,-993,-5,10,-1,-198,-93,-530,0
1437197330.71976399,1159837,16,-26,-992,-10,3,3,-197,-97,-535,0
1437197331.13397598,1160117,20,-18,-996,-5,8,-5,-196,-96,-532,0
1437197331.58114791,1160397,20,-25,-1001,-6,6,-3,-198,-93,-531,0
1437197331.80028391,1160677,10,-23,-1011,-2,4,3,-197,-94,-531,0
1437197332.03121591,1160957,15,-27,-1001,-6,6,-5,-196,-96,-532,0
1437197332.41054797,1161237,11,-28,-997,-2,6,2,-197,-95,-533,0
1437197332.62957191,1161637,13,-33,-1007,-5,-2,-1,-200,-90,-531,0
