timestamp,GLOBAL_POSITION_INT.time_boot_ms,GLOBAL_POSITION_INT.lat,GLOBAL_POSITION_INT.lon,GLOBAL_POSITION_INT.alt,GLOBAL_POSITION_INT.relative_alt,GLOBAL_POSITION_INT.vx,GLOBAL_POSITION_INT.vy,GLOBAL_POSITION_INT.vz,GLOBAL_POSITION_INT.hdg
1437197298.59086394,1127712,-352081402,1490435821,587450,-90,12,3,0,15500
1437197299.01054001,1128132,-352081411,1490435822,587470,-70,12,3,0,15500
1437197299.30463195,1128313,-352081414,1490435826,587470,-70,13,3,0,15500
1437197299.63181591,1128513,-352081418,1490435840,587480,-60,12,3,1,15501
1437197300.03993201,1128913,-352081417,1490435861,587490,-50,13,4,1,15500
1437197300.46117997,1129113,-352081412,1490435867,587500,-40,13,4,2,15498
1437197300.71227193,1129513,-352081416,1490435887,587490,-50,13,4,1,15498
1437197301.04946399,1129914,-352081402,1490435865,587490,-50,13,4,1,15500
1437197301.39446783,1130134,-352081398,1490435855,587500,-40,13,3,1,15499
1437197301.64263582,1130514,-352081402,1490435847,587500,-40,14,3,1,15498
1437197301.88673997,1130914,-352081393,1490435826,587500,-40,14,3,1,15496
1437197302.11689997,1131315,-352081405,1490435812,587490,-50,14,3,1,15494
1437197302.50603199,1131715,-352081398,1490435786,587480,-60,14,2,0,15497
1437197302.73911595,1132135,-352081394,1490435768,587490,-50,14,3,0,15499
1437197303.09935188,1132535,-352081404,1490435760,587490,-50,14,3,0,15498
1437197303.57438803,1132915,-352081405,1490435768,587510,-30,13,3,0,15501
1437197303.88349605,1133315,-352081414,1490435785,587520,-20,14,3,1,15502
1437197304.39172387,1133735,-352081418,1490435814,587520,-20,13,3,1,15501
1437197304.79893994,1133915,-352081413,1490435821,587540,0,14,3,2,15502
1437197305.22428393,1134315,-352081412,1490435811,587540,0,14,4,2,15502
1437197305.57426000,1134716,-352081410,1490435796,587550,10,14,4,3,15504
1437197305.81548786,1135116,-352081412,1490435808,587570,30,13,4,3,15510
1437197306.08658791,1135516,-352081405,1490435826,587560,20,14,4,2,15512
1437197306.45967197,1135716,-352081414,1490435834,587560,20,14,5,2,15506
1437197306.86793590,1136136,-352081420,1490435831,587540,0,14,5,1,15506
1437197307.29305601,1136516,-352081425,1490435837,587550,10,14,5,1,15504
1437197307.64419198,1136916,-352081446,1490435836,587540,0,14,6,1,15502
1437197307.88526797,1137316,-352081444,1490435832,587540,0,13,6,1,15502
1437197308.31758785,1137516,-352081446,1490435849,587540,0,13,6,1,15506
1437197308.73169589,1137916,-352081437,1490435882,587540,0,13,7,1,15507
1437197308.99268389,1138316,-352081446,1490435906,587540,0,13,7,0,15507
1437197309.36784792,1138716,-352081454,1490435922,587530,-10,13,7,0,15509
1437197309.71409202,1139116,-352081480,1490435956,587520,-20,13,7,0,15510
1437197310.18522000,1139316,-352081490,1490435968,587500,-40,13,7,0,15509
1437197310.68640804,1139716,-352081495,1490435965,587490,-50,14,7,-1,15508
1437197311.00657582,1140136,-352081502,1490435945,587470,-70,14,7,-1,15509
1437197311.41992402,1140336,-352081505,1490435937,587490,-50,14,7,0,15508
1437197311.83425188,1140716,-352081525,1490435939,587490,-50,14,7,0,15508
1437197312.25968790,1140917,-352081536,1490435928,587500,-40,15,7,0,15510
1437197312.60530400,1141317,-352081558,1490435913,587490,-50,15,8,0,15509
1437197312.84423995,1141718,-352081571,1490435900,587480,-60,16,8,0,15511
1437197313.09042382,1141918,-352081587,1490435901,587480,-60,16,8,0,15511
1437197313.53672004,1142318,-352081605,1490435878,587470,-70,17,8,0,15513
1437197313.85181594,1142718,-352081603,1490435830,587470,-70,17,7,0,15518
1437197314.09699988,1143138,-352081599,1490435813,587490,-50,17,7,0,15514
1437197314.43817186,1143519,-352081605,1490435837,587510,-30,16,7,0,15514
1437197314.78955984,1143919,-352081612,1490435864,587480,-60,17,6,0,15517
1437197315.19436383,1144319,-352081607,1490435862,587480,-60,16,6,0,15514
1437197315.54128003,1144720,-352081614,1490435863,587470,-70,16,6,0,15519
1437197315.78567600,1145120,-352081618,1490435854,587490,-50,16,5,0,15516
1437197316.19086003,1145520,-352081613,1490435829,587480,-60,16,5,0,15512
1437197316.54687595,1145921,-352081599,1490435824,587470,-70,15,4,0,15510
1437197317.01209593,1146321,-352081597,1490435802,587440,-100,15,4,-1,15508
1437197317.27239585,1146521,-352081593,1490435787,587410,-130,15,4,-1,15512
1437197317.64757586,1146922,-352081585,1490435771,587370,-170,14,4,-3,15511
1437197317.99551582,1147322,-352081578,1490435744,587360,-180,14,4,-3,15510
1437197318.46668792,1147722,-352081563,1490435718,587340,-200,14,4,-4,15513
1437197318.71783590,1148143,-352081579,1490435710,587320,-220,13,4,-4,15513
1437197319.13300800,1148323,-352081579,1490435693,587280,-260,14,4,-4,15511
1437197319.46913600,1148723,-352081577,1490435676,587260,-280,14,4,-5,15510
1437197319.91341186,1149123,-352081580,1490435685,587260,-280,12,1,-4,15520
1437197320.41563201,1149523,-352081588,1490435702,587270,-270,14,4,-4,15512
1437197320.74258399,1149724,-352081579,1490435692,587280,-260,14,3,-3,15512
1437197321.14980793,1150144,-352081551,1490435703,587280,-260,14,3,-3,15512
1437197321.51101995,1150324,-352081541,1490435703,587270,-270,14,3,-3,15510
1437197321.74601984,1150724,-352081507,1490435703,587270,-270,13,3,-2,15509
1437197321.99320388,1151125,-352081464,1490435692,587270,-270,13,3,-2,15509
1437197322.50337982,1151325,-352081442,1490435684,587280,-260,13,3,-2,15508
1437197322.75048804,1151726,-352081397,1490435684,587330,-210,11,3,0,15509
1437197322.99052787,1151926,-352081380,1490435688,587370,-170,11,3,1,15509
1437197323.22711587,1152306,-352081362,1490435699,587420,-120,10,3,2,15508
1437197323.63485599,1152707,-352081355,1490435709,587440,-100,10,2,3,15507
1437197324.04898405,1153107,-352081355,1490435739,587480,-60,9,3,4,15506
1437197324.30203986,1153507,-352081359,1490435750,587490,-50,9,2,4,15505
1437197324.64621997,1153907,-352081339,1490435773,587540,0,9,2,6,15505
1437197324.89127994,1154148,-352081324,1490435782,587570,30,10,2,6,15506
1437197325.23743987,1154509,-352081303,1490435788,587610,70,10,2,7,15504
1437197325.54168797,1154909,-352081287,1490435791,587660,120,9,2,8,15504
1437197325.96273994,1155329,-352081283,1490435786,587660,120,10,2,7,15503
1437197326.29892802,1155529,-352081282,1490435780,587640,100,10,2,6,15500
1437197326.54604793,1155930,-352081289,1490435774,587630,90,10,2,4,15500
1437197326.95177197,1156150,-352081296,1490435772,587610,70,9,2,3,15501
1437197327.19827986,1156530,-352081303,1490435776,587600,60,10,2,2,15499
1437197327.55250788,1156930,-352081315,1490435759,587560,20,10,2,1,15500
1437197327.78943992,1157130,-352081321,1490435765,587540,0,11,1,0,15495
1437197328.13569593,1157511,-352081308,1490435731,587520,-20,11,1,0,15493
1437197328.40984392,1157711,-352081295,1490435695,587510,-30,11,1,-1,15487
1437197328.76215196,1158152,-352081291,1490435664,587490,-50,11,0,-1,15489
1437197329.02214003,1158312,-352081297,1490435663,587490,-50,11,0,-1,15487
1437197329.48219204,1158712,-352081297,1490435686,587470,-70,12,0,-2,15487
1437197329.71546388,1158912,-352081294,1490435690,587470,-70,12,0,-2,15485
1437197330.05656791,1159112,-352081297,1490435685,587460,-80,13,0,-1,15485
1437197330.36965585,1159512,-352081292,1490435665,587450,-90,13,0,-2,15486
1437197330.87888384,1159732,-352081295,1490435652,587440,-100,13,0,-2,15488
1437197331.29316401,1159912,-352081292,1490435629,587440,-100,14,0,-2,15487
1437197331.65609598,1160332,-352081299,1490435627,587440,-100,14,0,-2,15487
1437197331.89055586,1160532,-352081306,1490435625,587440,-100,14,0,-1,15488
1437197332.13845992,1160932,-352081292,1490435605,587450,-90,14,1,-1,15487
1437197332.48564792,1161132,-352081297,1490435599,587470,-70,15,1,0,15486
1437197332.72982788,1161532,-352081301,1490435584,587500,-40,15,1,0,15484
1437197333.04789996,1161912,-352081311,1490435581,587520,-20,15,1,1,15481
1437197333.41399598,1162312,-352081315,1490435576,587540,0,15,0,2,15479
1437197333.73111987,1162912,-352081310,1490435561,587560,20,14,1,2,15478
1437197333.97328401,1163312,-352081321,1490435556,587570,30,13,1,2,15481
1437197334.40437984,1163712,-352081315,1490435549,587600,60,13,1,3,15478
1437197334.76450396,1164152,-352081319,1490435543,587630,90,13,1,3,15480
1437197335.27575994,1164512,-352081345,1490435549,587620,80,12,2,2,15462
1437197335.69788003,1164912,-352081358,1490435559,587630,90,13,1,3,15473
1437197336.07308388,1165312,-352081387,1490435559,587620,80,11,0,1,15471
1437197336.41946793,1165712,-352081450,1490435594,587630,90,10,0,2,15470
1437197336.88542390,1166132,-352081514,1490435647,587630,90,10,0,2,15471
1437197337.39252400,1166512,-352081583,1490435661,587640,100,10,0,2,15480
1437197337.75870800,1166712,-352081601,1490435665,587650,110,10,1,2,15494
1437197337.99677992,1167112,-352081627,1490435696,587650,110,9,0,2,15499
1437197338.23193598,1167512,-352081656,1490435699,587640,100,9,0,0,15491
1437197338.58807182,1167712,-352081674,1490435689,587640,100,9,0,1,15480
1437197338.90219188,1168152,-352081689,1490435713,587620,80,9,0,0,15481
1437197339.14936805,1168313,-352081689,1490435734,587610,70,11,1,2,15467
1437197339.47657990,1168713,-352081687,1490435781,587670,130,0,-14,5,15517
1437197339.73049188,1168913,-352081691,1490435804,587650,110,12,0,-4,15618
1437197339.97958398,1169333,-352081695,1490435837,587650,110,6,6,6,15900
1437197340.41388392,1169734,-352081704,1490435853,587690,150,19,-5,16,15688
1437197340.66687989,1169915,-352081673,1490435855,587760,220,8,1,13,14597
1437197341.01215982,1170315,-352081624,1490435874,587780,240,0,5,-4,15387
1437197341.24407983,1170715,-352081589,1490435864,587790,250,9,-1,2,16275
1437197341.60438800,1170935,-352081576,1490435861,587840,300,0,-12,25,16681
1437197341.90346003,1171316,-352081568,1490435880,587980,440,33,-29,62,18224
1437197342.16051602,1171517,-352081551,1490435862,588170,630,84,-1,70,19907
1437197342.53164387,1171917,-352081505,1490435848,588370,830,107,72,77,22870
1437197343.10103202,1172137,-352081500,1490435863,588570,1030,99,140,45,25410
1437197343.51511598,1172317,-352081490,1490435895,588650,1110,36,107,5,28289
1437197343.93541598,1172717,-352081449,1490435920,588650,1110,-30,18,-11,30274
1437197344.43750787,1172917,-352081437,1490435923,588590,1050,-96,-68,-14,30319
1437197344.87261987,1173318,-352081444,1490435910,588590,1050,-109,-93,1,29609
1437197345.14581990,1173518,-352081447,1490435892,588620,1080,-86,-96,6,29321
1437197345.42392397,1173718,-352081435,1490435868,588630,1090,-50,-65,-1,29244
1437197345.74007201,1174138,-352081444,1490435841,588590,1050,-29,-19,-19,29220
1437197346.05112791,1174318,-352081445,1490435828,588510,970,-4,28,-37,30198
1437197346.62042403,1174719,-352081453,1490435815,588320,780,-13,58,-31,31864
1437197346.93959188,1175119,-352081456,1490435819,588260,720,-4,41,0,32855
1437197347.25855589,1175520,-352081430,1490435836,588240,700,10,35,2,33088
1437197347.54374790,1176140,-352081409,1490435828,588200,660,24,14,15,32966
1437197347.87004805,1176520,-352081379,1490435826,588400,860,65,-41,42,32695
1437197348.27757597,1177320,-352081345,1490435756,588510,970,109,-44,10,31543
1437197348.64528394,1177921,-352081282,1490435707,588530,990,74,-23,0,31911
1437197349.15151191,1178521,-352081225,1490435641,588410,870,91,0,-9,32278
1437197349.74069190,1179121,-352081161,1490435568,588390,850,61,10,6,32422
1437197350.34505200,1179721,-352081090,1490435496,588360,820,55,14,-5,31574
1437197350.80419588,1180141,-352081043,1490435445,588310,770,18,13,-14,31350
1437197351.21737599,1180521,-352081011,1490435379,588260,720,3,25,-15,31357
1437197351.79256392,1181121,-352080957,1490435303,588280,740,-12,43,12,31725
1437197352.25072002,1181521,-352080926,1490435267,588280,740,-5,54,-6,32183
1437197352.67089200,1181921,-352080886,1490435221,588110,570,0,65,-59,31789
1437197353.24645996,1182321,-352080838,1490435181,587770,230,-60,96,-85,31895
1437197353.66031194,1182721,-352080809,1490435153,587410,-130,-81,107,-61,31968
1437197354.16346788,1183321,-352080815,1490435128,587220,-320,-76,113,-21,32337
1437197354.52972794,1183721,-352080822,1490435116,587170,-370,-62,123,8,32354
1437197354.84493589,1184141,-352080825,1490435115,587310,-230,-27,98,72,30982
1437197355.12111592,1184521,-352080819,1490435108,587420,-120,-13,40,-23,30124
1437197355.73068786,1184921,-352080815,1490435087,587220,-320,-7,47,-45,31266
1437197356.08130383,1185321,-352080810,1490435075,587080,-460,16,23,-28,31688
1437197356.32152390,1185721,-352080802,1490435079,587000,-540,31,10,-7,31948
1437197356.76472783,1186141,-352080799,1490435077,586960,-580,41,0,-4,31949
1437197357.07793188,1186521,-352080800,1490435060,586900,-640,51,-9,-5,31968
1437197357.58838391,1186721,-352080810,1490435051,586860,-680,60,-16,-6,31986
1437197358.00117588,1187122,-352080814,1490435040,586850,-690,66,-21,-6,32003
1437197358.39017987,1187522,-352080810,1490435035,586840,-700,67,-25,-5,32005
1437197358.63067198,1187922,-352080805,1490435028,586830,-710,70,-27,-5,32008
1437197403.63417196,19909,-352080555,1490434751,280,280,37,-13,2,34846
1437197403.98641205,20150,-352080561,1490434755,290,290,34,-12,2,34841
1437197404.23835993,20412,-352080565,1490434755,300,300,33,-11,3,34838
1437197404.66256785,20653,-352080568,1490434759,300,300,30,-10,3,34834
1437197405.01470399,20915,-352080571,1490434762,310,310,28,-9,3,34829
1437197405.25337601,21156,-352080568,1490434759,320,320,26,-9,3,34825
1437197405.49588394,21398,-352080565,1490434759,330,330,23,-9,4,34824
1437197405.83919191,21659,-352080565,1490434767,330,330,22,-9,4,34821
1437197406.07920384,21901,-352080565,1490434774,330,330,19,-8,4,34819
1437197406.31906390,22161,-352080565,1490434784,330,330,18,-8,4,34815
1437197406.73238397,22403,-352080568,1490434793,340,340,17,-8,4,34814
1437197407.08762002,22664,-352080576,1490434797,340,340,14,-7,3,34811
1437197407.33067584,23167,-352080591,1490434804,320,320,12,-7,2,34809
1437197407.56080389,23409,-352080602,1490434808,300,300,10,-7,0,34808
1437197407.97389197,23911,-352080607,1490434808,260,260,8,-7,-1,34805
1437197408.28807187,24171,-352080610,1490434823,240,240,8,-7,-2,34804
1437197408.60694385,24655,-352080612,1490434834,210,210,7,-7,-4,34804
1437197409.05131197,25157,-352080624,1490434839,150,150,6,-8,-7,34804
1437197409.36352396,25660,-352080626,1490434849,130,130,6,-8,-7,34801
1437197409.61258793,25901,-352080623,1490434872,90,90,5,-9,-9,34798
1437197410.08487201,26404,-352080628,1490434887,70,70,5,-9,-9,34795
1437197410.50603199,26927,-352080630,1490434888,70,70,5,-10,-8,34791
1437197410.77723598,27168,-352080627,1490434889,60,60,5,-10,-8,34789
1437197411.28223205,27569,-352080628,1490434893,70,70,4,-10,-7,34787
1437197411.54047203,27951,-352080636,1490434888,80,80,4,-10,-5,34784
1437197411.90157604,28352,-352080642,1490434885,80,80,4,-10,-4,34781
1437197412.22570801,28754,-352080644,1490434885,100,100,4,-10,-3,34778
1437197412.72993183,28955,-352080644,1490434881,100,100,3,-10,-1,34776
1437197413.14911604,29357,-352080647,1490434875,110,110,3,-10,0,34774
1437197413.46217585,29759,-352080646,1490434873,140,140,3,-11,1,34772
1437197413.81631994,29960,-352080647,1490434884,140,140,3,-11,2,34771
1437197414.38463998,30361,-352080649,1490434903,140,140,3,-11,3,34769
1437197414.66881204,30562,-352080648,1490434910,130,130,2,-11,3,34768
1437197415.01390386,30944,-352080651,1490434915,140,140,2,-12,4,34766
1437197415.42097998,31346,-352080654,1490434922,160,160,2,-13,5,34765
1437197415.83525586,31547,-352080653,1490434924,180,180,1,-12,6,34764
1437197416.25342393,31949,-352080653,1490434928,200,200,1,-13,7,34764
1437197416.56649995,32370,-352080655,1490434929,200,200,1,-13,7,34764
1437197417.07677984,32752,-352080647,1490434931,160,160,1,-14,5,34765
1437197417.48992801,33154,-352080636,1490434947,140,140,2,-14,4,34764
1437197417.91110802,33556,-352080634,1490434952,150,150,1,-15,4,34763
1437197418.31811190,33958,-352080640,1490434953,170,170,1,-15,4,34764
1437197418.74340796,34359,-352080641,1490434959,180,180,0,-15,4,34761
1437197419.01754403,34962,-352080648,1490434963,180,180,0,-16,3,34758
1437197419.35158396,35344,-352080653,1490434959,160,160,0,-17,2,34756
1437197419.87801600,35948,-352080654,1490434955,120,120,0,-17,0,34756
1437197420.12391591,36350,-352080650,1490434955,90,90,0,-18,-1,34754
1437197420.59320402,36953,-352080652,1490434964,80,80,0,-18,-2,34751
1437197420.95530796,37355,-352080657,1490434958,60,60,0,-18,-3,34751
1437197421.43447590,37757,-352080655,1490434962,20,20,0,-18,-5,34750
1437197421.87774801,38159,-352080663,1490434955,0,0,0,-18,-5,34749
1437197422.15755987,38540,-352080670,1490434936,0,0,0,-18,-6,34748
1437197422.66100788,38943,-352080665,1490434935,-30,-30,0,-18,-6,34748
1437197423.02119184,39346,-352080669,1490434940,-20,-20,0,-18,-5,34747
1437197423.33229995,39748,-352080666,1490434943,0,0,-1,-19,-4,34746
1437197423.66833591,39949,-352080663,1490434946,0,0,-1,-18,-4,34746
1437197424.01187587,40351,-352080659,1490434946,0,0,-1,-17,-4,34745
1437197424.25654793,40753,-352080664,1490434936,0,0,-1,-18,-3,34746
1437197424.67475605,40954,-352080662,1490434939,0,0,-2,-18,-2,34746
1437197424.94997191,41356,-352080651,1490434940,0,0,-1,-18,-2,34745
1437197425.35403991,41557,-352080645,1490434940,0,0,-2,-18,-1,34746
1437197425.77321982,41939,-352080644,1490434940,20,20,-2,-18,0,34745
1437197426.12516785,42160,-352080646,1490434943,40,40,-2,-18,0,34744
1437197426.36753201,42342,-352080650,1490434942,80,80,-2,-18,2,34744
1437197426.59881186,42743,-352080664,1490434942,120,120,-1,-18,3,34744
1437197426.90991998,42943,-352080671,1490434943,150,150,-1,-17,5,34744
1437197427.22896791,43345,-352080675,1490434944,190,190,-1,-18,6,34744
1437197427.57408786,43546,-352080675,1490434944,230,230,0,-17,8,34743
1437197427.83811998,43948,-352080674,1490434932,250,250,0,-17,9,34744
1437197428.08818793,44150,-352080678,1490434928,280,280,0,-17,9,34743
1437197428.39932394,44552,-352080681,1490434921,290,290,0,-17,10,34742
1437197428.64845991,44953,-352080684,1490434919,320,320,0,-17,10,34741
1437197428.97471189,45154,-352080688,1490434922,330,330,0,-17,10,34740
1437197429.23613191,45556,-352080684,1490434936,330,330,0,-18,9,34740
1437197429.54589987,45757,-352080680,1490434941,320,320,0,-18,8,34740
1437197430.11416388,46139,-352080687,1490434946,320,320,0,-18,8,34739
1437197430.37307596,46541,-352080683,1490434950,320,320,0,-18,7,34739
1437197430.73762393,46742,-352080682,1490434949,310,310,0,-18,6,34739
1437197430.99724793,47164,-352080685,1490434952,300,300,0,-18,5,34738
1437197431.30351591,47345,-352080687,1490434955,280,280,0,-19,5,34739
1437197431.55275202,47747,-352080678,1490434960,290,290,0,-19,4,34738
1437197431.82393599,48149,-352080690,1490434946,280,280,-1,-19,3,34737
1437197432.16195989,48350,-352080686,1490434943,280,280,0,-18,2,34738
1437197432.40001988,48752,-352080684,1490434947,250,250,-1,-19,1,34739
1437197432.75336003,48953,-352080682,1490434946,230,230,-1,-19,0,34738
1437197433.02863598,49355,-352080681,1490434953,220,220,-1,-19,0,34739
1437197433.42745590,49757,-352080673,1490434973,200,200,-1,-20,-1,34740
1437197433.84870386,49958,-352080677,1490434976,180,180,0,-20,-2,34740
1437197434.20693588,50360,-352080674,1490434984,150,150,-1,-20,-3,34738
1437197434.46134782,50561,-352080671,1490434983,130,130,-1,-20,-5,34739
1437197434.87417603,50962,-352080679,1490434979,130,130,-1,-21,-5,34739
1437197435.29623199,51364,-352080686,1490434955,130,130,-1,-21,-4,34739
1437197435.54238796,51565,-352080696,1490434950,110,110,-1,-20,-5,34741
1437197435.92549586,51947,-352080723,1490434960,90,90,-2,-20,-5,34741
1437197436.27230000,52349,-352080727,1490434963,90,90,-2,-20,-5,34740
1437197436.50682783,52550,-352080733,1490434965,90,90,-2,-21,-5,34741
1437197436.84185600,52951,-352080737,1490434962,70,70,-2,-20,-5,34741
1437197437.09600782,53151,-352080741,1490434960,50,50,-2,-20,-5,34744
1437197437.35910392,53552,-352080751,1490434957,60,60,-2,-20,-5,34745
1437197437.78637195,53953,-352080754,1490434962,50,50,-2,-21,-5,34746
1437197438.03137994,54154,-352080735,1490434964,40,40,-2,-21,-5,34746
1437197438.36965585,54557,-352080730,1490434961,40,40,-2,-20,-4,34745
1437197438.60572004,54758,-352080727,1490434961,60,60,-2,-20,-3,34746
1437197439.01391196,55159,-352080704,1490434966,60,60,-2,-20,-2,34746
1437197439.42690802,55561,-352080696,1490434970,70,70,-3,-20,-2,34746
1437197439.93622398,55742,-352080696,1490434965,50,50,-3,-21,-2,34746
1437197440.27124786,56163,-352080693,1490434960,50,50,-4,-20,-2,34747
1437197440.67562795,56364,-352080689,1490434966,50,50,-3,-20,-1,34748
1437197441.09160399,56766,-352080679,1490434971,60,60,-4,-21,0,34747
1437197441.45105195,57168,-352080677,1490434978,80,80,-4,-21,0,34747
1437197441.71001601,57550,-352080679,1490434979,100,100,-4,-20,1,34746
1437197442.11805987,57952,-352080672,1490434984,130,130,-4,-20,2,34746
1437197442.53235602,58354,-352080667,1490434985,140,140,-3,-21,2,34749
1437197442.94548798,58756,-352080662,1490434989,150,150,-3,-20,2,34751
1437197443.20819592,59159,-352080661,1490434989,160,160,-3,-20,3,34752
1437197443.43973184,59559,-352080658,1490434982,170,170,-3,-20,4,34752
1437197443.86886382,59960,-352080655,1490434975,190,190,-3,-20,4,34754
1437197444.19504404,60542,-352080655,1490434972,190,190,-2,-19,4,34753
1437197444.61814785,60943,-352080652,1490434991,180,180,-2,-19,4,34754
1437197444.97025990,61345,-352080645,1490435005,170,170,-2,-19,3,34754
1437197445.48350382,61748,-352080641,1490435009,170,170,-2,-19,3,34755
1437197446.04986787,62150,-352080641,1490435004,150,150,-2,-19,2,34758
1437197446.46898389,62551,-352080640,1490435003,160,160,-2,-19,1,34758
1437197446.78232002,62953,-352080646,1490435002,160,160,-1,-19,2,34759
1437197447.29020405,63354,-352080651,1490434999,180,180,-2,-19,2,34760
1437197447.70452404,63757,-352080652,1490434998,190,190,-1,-20,2,34761
1437197447.98745584,64159,-352080653,1490434997,180,180,-2,-21,1,34762
1437197448.22265196,64560,-352080655,1490434996,140,140,-2,-21,0,34763
1437197448.57981205,64962,-352080653,1490434993,100,100,-2,-21,-1,34764
1437197448.83769989,65344,-352080653,1490434988,60,60,-2,-21,-2,34763
1437197449.20795584,65565,-352080657,1490434987,30,30,-2,-22,-3,34764
1437197449.64792395,65947,-352080658,1490434989,10,10,-1,-21,-4,34764
1437197449.99127197,66349,-352080657,1490434984,0,0,-2,-21,-5,34764
1437197450.44690394,66750,-352080657,1490434976,-20,-20,-2,-21,-5,34765
1437197450.78868389,67152,-352080658,1490434972,-60,-60,-1,-21,-6,34765
1437197451.22679591,67554,-352080663,1490434964,-70,-70,-1,-21,-5,34766
1437197451.64014792,67957,-352080665,1490434960,-80,-80,-1,-21,-5,34765
1437197451.99726796,68358,-352080664,1490434958,-90,-90,-1,-20,-5,34764
1437197452.27545190,68760,-352080665,1490434957,-110,-110,0,-20,-5,34767
1437197452.68846798,69161,-352080667,1490434962,-100,-100,-1,-20,-4,34769
1437197453.13274384,69362,-352080667,1490434961,-120,-120,-1,-20,-5,34770
1437197453.44479203,69744,-352080660,1490434959,-130,-130,-1,-21,-5,34771
1437197453.71188784,70167,-352080653,1490434962,-140,-140,0,-21,-4,34771
1437197454.06619596,70347,-352080650,1490434963,-170,-170,0,-21,-5,34774
1437197454.32956791,70749,-352080646,1490434961,-190,-190,0,-22,-6,34774
1437197454.62216783,70950,-352080641,1490434960,-200,-200,0,-22,-6,34774
1437197454.96237588,71353,-352080643,1490434960,-210,-210,0,-21,-6,34774
1437197455.31356001,71555,-352080645,1490434957,-220,-220,0,-22,-6,34773
1437197455.62477589,71737,-352080644,1490434954,-240,-240,0,-22,-6,34773
1437197456.19853997,72159,-352080647,1490434951,-240,-240,-1,-22,-5,34774
1437197456.51146793,72360,-352080647,1490434952,-240,-240,0,-22,-5,34774
1437197456.86521602,72561,-352080642,1490434957,-250,-250,0,-22,-5,34774
1437197457.43456793,72944,-352080637,1490434957,-260,-260,-1,-23,-5,34775
1437197457.90064001,73165,-352080638,1490434956,-250,-250,-1,-23,-4,34774
1437197458.20373988,73346,-352080640,1490434957,-250,-250,-1,-23,-4,34774
1437197458.52089190,73748,-352080642,1490434952,-240,-240,-2,-23,-3,34776
1437197458.88513589,73949,-352080640,1490434952,-240,-240,-2,-23,-2,34778
1437197459.20316005,74350,-352080638,1490434950,-220,-220,-2,-23,-1,34777
1437197459.52226782,74752,-352080635,1490434954,-200,-200,-2,-23,0,34778
1437197459.96653986,75155,-352080634,1490434955,-200,-200,-2,-22,0,34779
1437197460.27868795,75355,-352080633,1490434959,-190,-190,-2,-22,0,34778
1437197460.52923989,75959,-352080631,1490434964,-170,-170,-2,-21,1,34778
1437197460.76479602,76542,-352080629,1490434975,-180,-180,-2,-20,1,34778
1437197461.16634798,77165,-352080630,1490434977,-180,-180,-2,-20,2,34778
1437197461.58631992,77748,-352080632,1490434979,-140,-140,-2,-20,3,34779
1437197462.00735593,78350,-352080637,1490434990,-120,-120,-2,-22,4,34781
1437197462.62761188,78953,-352080641,1490434990,-110,-110,-1,-22,4,34783
1437197463.06988001,79555,-352080641,1490434991,-120,-120,-1,-23,3,34785
1437197463.55599999,79957,-352080641,1490434988,-100,-100,0,-23,4,34783
1437197464.07431197,80561,-352080644,1490434986,-90,-90,0,-23,4,34782
1437197464.67557192,80942,-352080642,1490434984,-110,-110,0,-22,3,34784
1437197465.09663200,81365,-352080643,1490434986,-120,-120,0,-22,2,34783
1437197465.50418782,81747,-352080642,1490434988,-140,-140,0,-22,1,34784
1437197466.01205182,82350,-352080639,1490434996,-170,-170,0,-21,0,34783
1437197466.37624788,82552,-352080636,1490434999,-170,-170,0,-21,0,34783
1437197466.63338804,82954,-352080641,1490434993,-180,-180,0,-22,0,34784
1437197467.25169992,83355,-352080643,1490434994,-200,-200,0,-21,0,34785
1437197467.51986003,83758,-352080643,1490434992,-210,-210,0,-21,-1,34786
1437197467.76599598,84160,-352080641,1490434998,-220,-220,0,-20,-1,34787
1437197468.24102402,84542,-352080642,1490434997,-240,-240,0,-21,-1,34786
1437197468.58516788,84943,-352080645,1490434994,-230,-230,0,-20,0,34785
1437197468.82823992,85164,-352080646,1490434992,-240,-240,0,-21,0,34784
1437197469.18043590,85546,-352080649,1490434993,-250,-250,0,-20,-1,34787
1437197469.63859582,85948,-352080646,1490434994,-250,-250,0,-21,-1,34789
1437197470.14575601,86149,-352080646,1490434997,-250,-250,0,-21,-1,34788
1437197470.47318792,86551,-352080642,1490435001,-230,-230,-1,-21,0,34788
1437197470.72409987,86752,-352080640,1490435000,-220,-220,-1,-21,0,34788
1437197471.18131185,87154,-352080641,1490434999,-240,-240,-1,-21,0,34789
1437197471.54530001,87354,-352080644,1490434997,-250,-250,-1,-21,0,34791
1437197471.96054387,87758,-352080649,1490434999,-250,-250,-1,-21,0,34792
1437197472.19860792,88159,-352080649,1490434998,-240,-240,-1,-21,0,34790
1437197472.43286800,88360,-352080663,1490434986,-260,-260,0,-21,0,34789
1437197472.76152396,88762,-352080671,1490434972,-260,-260,0,-22,0,34789
1437197473.11400795,89164,-352080671,1490434970,-270,-270,0,-21,0,34788
1437197473.37509584,89546,-352080671,1490434973,-270,-270,0,-21,0,34789
1437197473.72927189,89949,-352080674,1490434973,-250,-250,0,-21,0,34790
1437197474.14348388,90351,-352080677,1490434971,-260,-260,0,-22,0,34790
